centroid_positions,cluster_mass,centroid_filepath
"[0.5127654075622559, 0.28762906789779663, 0.3953518867492676, 0.3358532190322876, 0.5876967906951904, 0.794365644454956, 0.7389305830001831, 0.4185420870780945, 0.35083913803100586, 0.2785499095916748, 0.26380398869514465, 0.5511141419410706, 0.6958596706390381, 0.4917985796928406, 0.3905222415924072, 0.4957696497440338, 0.9681423306465149, 0.59701007604599, 0.28598955273628235, 0.6785030364990234, 0.7510203123092651, 0.6462388634681702, 0.3586857318878174, 0.9702417850494385, 0.3374766409397125, 0.7326720356941223, 0.39035046100616455, 0.6501743197441101, 0.49898773431777954, 0.9394364356994629, 0.24441687762737274, 0.43006303906440735, 0.6417779922485352, 0.2613345682621002, 0.22944949567317963, 0.30796247720718384, 0.5380489826202393, 0.37064746022224426, 0.35494279861450195, 0.5106627941131592, 0.4475162625312805, 0.1692689061164856, 0.4349513351917267, 0.26624181866645813, 0.5448949933052063, 0.7759256362915039, 0.294284850358963, 1.0, 0.36066925525665283, 0.36194244027137756, 0.4012812674045563, 0.21313601732254028, 0.45751044154167175, 0.28562450408935547, 0.2949080467224121, 0.4382741153240204, 0.46271806955337524, 0.2124052196741104, 0.2402987778186798, 0.2648358643054962, 0.37226083874702454, 0.30628424882888794, 0.41984376311302185, 0.1441228985786438, 0.3499000370502472, 0.25464266538619995, 0.4758646786212921, 0.35321611166000366, 0.7904925346374512, 0.27958595752716064, 0.456985205411911, 0.5939335227012634, 0.2630532383918762, 0.7111557126045227, 0.3186738193035126, 0.5621691346168518, 0.26347967982292175, 0.3552083671092987, 0.4840364158153534, 0.35970112681388855, 0.4097348749637604, 0.24162623286247253, 0.3337779939174652, 0.3144484758377075, 0.41255587339401245, 0.25475698709487915, 0.3043941557407379, 0.6813188791275024, 0.07031242549419403, 0.512660801410675, 0.3152068853378296, 0.4416903555393219, 0.5630795359611511, 0.5284687876701355, 0.3470084071159363, 0.563374400138855, 0.8190127015113831, 0.4691219627857208, 0.454992413520813, 0.7072892785072327, 0.25559794902801514, 0.546940803527832, 0.5672600865364075, 0.656320333480835, 0.3644881248474121, 0.3719164729118347, 0.579997181892395, 0.26306644082069397, 0.42931067943573, 0.49235963821411133, 0.31271740794181824, 0.850543200969696, 0.2903714179992676, 0.7424153685569763, 0.4572006165981293, 0.25463515520095825, 0.6192727088928223, 0.3841923177242279, 0.43595820665359497, 0.7831307053565979, 0.40104520320892334, 0.5139583945274353, 0.1731676310300827, 0.486490398645401, 0.5535061955451965, 0.7453010678291321, 0.6264562010765076, 0.3568969666957855]",0.48574915528297424,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Babasónicos - Putita.mp3
"[0.4167194962501526, 0.4218312203884125, 0.4701901078224182, 0.3374122977256775, 0.29352882504463196, 0.5448576211929321, 0.30277448892593384, 0.22149379551410675, 0.5118017792701721, 0.18724389374256134, 0.7443538904190063, 0.7484909892082214, 0.29302865266799927, 0.38237568736076355, 0.4283837676048279, 0.4712487757205963, 0.24433797597885132, 0.39712968468666077, 0.6880360841751099, 0.6813229322433472, 0.5430355668067932, 0.40487048029899597, 0.4232403337955475, 0.2847910225391388, 0.580909788608551, 0.29904910922050476, 0.43053120374679565, 0.6648672223091125, 0.06988047808408737, 0.21110165119171143, 0.33794572949409485, 0.47238612174987793, 0.9708341956138611, 0.6419140696525574, 0.2959388494491577, 0.7172644734382629, 0.22776123881340027, 0.5091302990913391, 0.6878114342689514, 0.639798641204834, 0.5473055243492126, 0.7598491907119751, 0.40452077984809875, 0.6261107325553894, 0.525594174861908, 0.2324051409959793, 0.36176225543022156, 0.8513064384460449, 0.48773714900016785, 0.3986818790435791, 0.8434594869613647, 0.42662671208381653, 0.4283847212791443, 0.3804742693901062, 0.6738265752792358, 0.32922983169555664, 0.6216341257095337, 0.2547793686389923, 0.5638206005096436, 0.348915696144104, 0.5086678266525269, 0.881321132183075, 0.2929003834724426, 0.4722740948200226, 0.31770727038383484, 0.4518657326698303, 0.08908569812774658, 0.9187206029891968, 0.18771448731422424, 0.2567845284938812, 0.7759371995925903, 0.1673908680677414, 0.20835553109645844, 0.4790785312652588, 0.33295938372612, 0.8075830340385437, 0.29155778884887695, 0.499319463968277, 0.4448075592517853, 0.43638527393341064, 0.3949868679046631, 0.7565376162528992, 0.1905389279127121, 0.7614656686782837, 0.2408837229013443, 0.49981075525283813, 0.36119166016578674, 0.4588659405708313, 0.8314278721809387, 0.49040549993515015, 0.2994626462459564, 0.3973787724971771, 1.0, 0.5323739647865295, 0.6763566732406616, 0.9929889440536499, 0.6488202214241028, 0.27244436740875244, 0.32161813974380493, 0.24658989906311035, 0.44810613989830017, 0.19911226630210876, 0.3839142322540283, 0.3166969120502472, 0.2612020969390869, 0.4711734354496002, 0.35146987438201904, 0.41389065980911255, 0.3892379403114319, 0.2417936623096466, 0.2822030782699585, 0.08410627394914627, 0.4009842276573181, 0.5745272636413574, 0.37356820702552795, 0.1429600715637207, 0.31241002678871155, 0.7132024168968201, 0.40669044852256775, 0.9672166705131531, 0.38875633478164673, 0.9981557130813599, 0.3772270381450653, 0.6348824501037598, 0.26786625385284424, 0.282269686460495, 0.44492676854133606, 0.32995569705963135]",0.445355087518692,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Babybird - You're Gorgeous.mp3
"[0.6435902118682861, 0.6652024388313293, 0.6228213906288147, 0.40740540623664856, 0.44171807169914246, 0.596712052822113, 0.46005719900131226, 0.7025770545005798, 0.4747682511806488, 0.29084718227386475, 0.671692430973053, 0.4125669300556183, 0.4877191185951233, 0.548316240310669, 0.4073599576950073, 0.7101548910140991, 0.23529668152332306, 0.5535575151443481, 0.47739386558532715, 0.44941291213035583, 0.6571412086486816, 0.9732428193092346, 0.2829941511154175, 0.9801904559135437, 0.2795815169811249, 0.5818110704421997, 0.27909478545188904, 0.6485671401023865, 0.3179419934749603, 0.3769646883010864, 0.2630124092102051, 0.4335058331489563, 0.4978591799736023, 0.29226452112197876, 0.3251836597919464, 0.2858148217201233, 0.7048587203025818, 0.3965226709842682, 0.28112518787384033, 0.5141125321388245, 0.3737267851829529, 0.7502210736274719, 0.8181613683700562, 0.3769162595272064, 0.3115689158439636, 0.32888758182525635, 0.1722671538591385, 0.21654480695724487, 0.5069260597229004, 0.3293837606906891, 0.11326466500759125, 0.16135385632514954, 0.8914905786514282, 0.7688589692115784, 0.4033399224281311, 0.520989179611206, 0.3802136182785034, 0.2344733625650406, 0.3867507874965668, 0.3543259799480438, 0.36350423097610474, 0.1394999772310257, 0.35199984908103943, 0.5898000001907349, 0.19539357721805573, 0.21108414232730865, 0.23222480714321136, 0.07530965656042099, 0.34323999285697937, 0.5862696170806885, 0.8600488305091858, 0.5196999311447144, 0.375702828168869, 0.34123367071151733, 0.623477041721344, 0.43491417169570923, 0.36871784925460815, 0.7476881742477417, 0.3727342486381531, 0.6386314034461975, 0.6942968368530273, 0.16862529516220093, 0.7532315254211426, 0.3070533871650696, 0.2776322066783905, 0.5135929584503174, 0.24682144820690155, 0.5637553334236145, 0.13971538841724396, 0.603955090045929, 0.7934916019439697, 0.32150986790657043, 0.8108783960342407, 0.9637550711631775, 0.40779030323028564, 0.5059980750083923, 0.5094050168991089, 0.4831879734992981, 0.2973349094390869, 0.18728423118591309, 0.47765567898750305, 0.7870656251907349, 0.2805589735507965, 0.5074673295021057, 0.4926038086414337, 0.5930243134498596, 0.7488237023353577, 0.41982707381248474, 0.46366822719573975, 0.33387523889541626, 0.6679937839508057, 0.3674914240837097, 0.6345989108085632, 0.37058311700820923, 0.42442595958709717, 0.6320448517799377, 0.4437197148799896, 0.36665257811546326, 0.5770713090896606, 0.30549147725105286, 0.4119264483451843, 0.24631337821483612, 0.7604055404663086, 0.3554140329360962, 0.3185197412967682, 0.45564085245132446, 0.4939044713973999, 0.29562386870384216]",0.48272937536239624,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Babylon Zoo - Spaceman.mp3
"[0.6502758860588074, 0.7563033103942871, 0.31607598066329956, 0.243719220161438, 0.47501808404922485, 0.6718706488609314, 0.43186473846435547, 0.41357335448265076, 0.676550030708313, 0.23349066078662872, 0.42842379212379456, 0.47811341285705566, 0.527940034866333, 0.46172812581062317, 0.5267900228500366, 0.8098005652427673, 0.7538964748382568, 0.4346611499786377, 0.306200236082077, 0.536793053150177, 0.3528286814689636, 0.874761700630188, 0.49119633436203003, 0.5041756629943848, 0.2193899005651474, 0.20408274233341217, 0.7175735235214233, 0.25383442640304565, 0.7042718529701233, 0.5951734781265259, 0.434846967458725, 0.730451762676239, 0.46510371565818787, 0.3712832033634186, 0.28090381622314453, 0.1905975043773651, 0.3736761212348938, 0.3568944036960602, 0.5580883026123047, 0.3760131597518921, 0.8659436702728271, 0.39977380633354187, 0.3483290374279022, 0.40250474214553833, 0.8451172709465027, 0.3200902044773102, 0.8084441423416138, 0.40416383743286133, 0.08407983183860779, 0.6533966660499573, 0.6412818431854248, 0.1802465319633484, 0.9986827969551086, 0.6029914617538452, 0.33517032861709595, 0.366818368434906, 0.20148074626922607, 0.2806873321533203, 0.028584282845258713, 0.42042526602745056, 0.3023846447467804, 0.5221562385559082, 0.519230842590332, 0.568155825138092, 0.39046353101730347, 0.5270822644233704, 0.6774601936340332, 0.5381975173950195, 0.3047972023487091, 0.36260154843330383, 0.04633958637714386, 0.18170414865016937, 0.2816604673862457, 0.6060332655906677, 0.26114922761917114, 0.589308500289917, 0.39483270049095154, 0.18116219341754913, 0.22187212109565735, 0.21962551772594452, 0.48281294107437134, 0.3954906165599823, 0.6718096137046814, 0.8389586806297302, 0.33210405707359314, 0.5249523520469666, 0.5016841888427734, 0.6064684391021729, 0.6243538856506348, 0.4271077811717987, 0.30843666195869446, 0.7713889479637146, 0.8441230654716492, 0.9253811836242676, 0.4754493832588196, 0.2556123435497284, 0.49798986315727234, 0.9209808707237244, 0.4583253264427185, 0.4325629472732544, 0.2894147038459778, 0.582680881023407, 0.3798850476741791, 0.598832905292511, 0.5950236916542053, 0.56440269947052, 0.3425752818584442, 0.4376060366630554, 0.5390035510063171, 0.40981170535087585, 0.25573086738586426, 0.43876877427101135, 0.5717294216156006, 0.5329180359840393, 0.32181525230407715, 0.483743280172348, 0.25755926966667175, 0.4289476275444031, 0.6265068054199219, 0.40402722358703613, 0.4521322250366211, 0.15548618137836456, 0.21589992940425873, 0.22465910017490387, 0.3831668198108673, 0.4719443619251251, 0.2161334753036499, 0.20381498336791992]",0.4735438823699951,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Babyshambles - Delivery.mp3
"[0.6116347312927246, 0.20347659289836884, 0.5628976225852966, 0.42588329315185547, 0.46834051609039307, 0.20607538521289825, 0.6149448752403259, 0.7285496592521667, 0.3844112455844879, 0.7925200462341309, 0.31575366854667664, 0.4858943223953247, 0.3011745512485504, 0.5001833438873291, 0.5916280150413513, 0.8560841083526611, 0.8356845378875732, 0.5781267285346985, 0.41012051701545715, 0.33828452229499817, 0.3155193626880646, 0.8241423964500427, 0.5778299570083618, 0.3376186788082123, 0.5377877950668335, 0.3662469983100891, 0.6475390791893005, 0.2864990830421448, 0.7600922584533691, 0.6347823739051819, 0.39834901690483093, 0.5179855823516846, 0.6000766754150391, 0.5484848022460938, 0.189862921833992, 0.2626235783100128, 0.22547000646591187, 0.3142949044704437, 0.28223419189453125, 0.3799362778663635, 0.35582295060157776, 0.2847597897052765, 0.2971765398979187, 0.38782745599746704, 0.36833199858665466, 0.5803442597389221, 0.609272837638855, 0.7067285180091858, 0.19457204639911652, 0.14667734503746033, 0.5464362502098083, 0.23026610910892487, 0.4905830919742584, 0.42773929238319397, 0.32794395089149475, 0.31826791167259216, 0.3688628375530243, 0.25657665729522705, 0.6304610371589661, 0.3385910987854004, 0.7120085954666138, 0.41705530881881714, 0.31308573484420776, 0.5350021719932556, 0.1832219809293747, 0.39845502376556396, 0.2622683048248291, 0.5395398139953613, 0.12263850122690201, 0.4108695089817047, 0.1867680847644806, 0.4134196937084198, 0.5923542380332947, 0.363253116607666, 0.37625715136528015, 0.5692307353019714, 0.7449337244033813, 0.6732481122016907, 0.21817858517169952, 0.2852640450000763, 0.2321953922510147, 0.34278300404548645, 0.7435129284858704, 0.5462012887001038, 0.2534298598766327, 0.6159785389900208, 0.365403950214386, 0.15562129020690918, 0.6725705862045288, 0.2802467346191406, 0.733732283115387, 0.29246196150779724, 0.44430655241012573, 0.17551659047603607, 0.2015419453382492, 0.6558194160461426, 0.3688415586948395, 0.748126745223999, 0.46414914727211, 0.469503253698349, 0.40919923782348633, 0.2709583640098572, 0.606447160243988, 0.6126360297203064, 0.4447787404060364, 0.329219251871109, 0.2260827273130417, 0.3827168643474579, 0.3654486835002899, 0.4120003879070282, 0.9986808896064758, 0.7910327911376953, 0.3679031729698181, 0.3758756220340729, 0.4642587900161743, 0.5222128033638, 0.4429590702056885, 0.41739168763160706, 0.3039526641368866, 0.44184237718582153, 0.704295814037323, 0.4579172134399414, 0.2307201623916626, 0.526932954788208, 0.3099954426288605, 0.6338804364204407, 0.5181126594543457, 0.09183266758918762]",0.4710288345813751,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Babyshambles - Fuck Forever.mp3
"[0.41179630160331726, 0.45606181025505066, 0.6733742952346802, 0.31422674655914307, 0.304218590259552, 0.6282845139503479, 0.2179950326681137, 0.4528464376926422, 0.3702477514743805, 0.24693194031715393, 0.22386762499809265, 0.27874085307121277, 0.421554833650589, 0.41989779472351074, 0.5210992097854614, 0.9867997169494629, 0.4525589942932129, 0.3393327295780182, 0.7830121517181396, 0.40845218300819397, 0.4474673569202423, 0.4904922544956207, 0.3170710504055023, 0.6747795939445496, 0.25097665190696716, 0.4223324954509735, 0.4445174038410187, 0.321463406085968, 0.3754187226295471, 0.28920552134513855, 0.6487274765968323, 0.6028590202331543, 0.991515040397644, 0.8577396869659424, 0.4024959206581116, 0.2790462076663971, 0.08219809830188751, 0.7156737446784973, 0.254241943359375, 0.7508854866027832, 0.691384494304657, 0.24280671775341034, 0.3169642686843872, 0.4718770384788513, 0.5279901027679443, 0.2551933825016022, 0.7782643437385559, 0.600062906742096, 0.7336152791976929, 0.32941120862960815, 0.1567085236310959, 0.24390091001987457, 0.9527466297149658, 0.4378735423088074, 0.49164319038391113, 0.3319357931613922, 0.621931791305542, 0.4442816376686096, 0.5546795725822449, 0.26620128750801086, 0.3920927047729492, 0.36911657452583313, 0.46067014336586, 0.2091449350118637, 0.30775102972984314, 0.8184882402420044, 0.3298006057739258, 0.8120408654212952, 0.15698067843914032, 0.3958134949207306, 0.33476337790489197, 0.19599850475788116, 0.735077977180481, 0.4591493010520935, 0.4362442195415497, 0.7514254450798035, 0.5472112894058228, 0.46419602632522583, 0.3268475830554962, 0.6114948391914368, 0.514646053314209, 0.29135099053382874, 0.3358771502971649, 0.5321444272994995, 0.41372865438461304, 0.6004973649978638, 0.3863156735897064, 0.7342240214347839, 0.6067947745323181, 0.6224195957183838, 0.14232057332992554, 0.3992672264575958, 0.5297183990478516, 0.9268854856491089, 0.20326758921146393, 0.7594681978225708, 0.43722912669181824, 0.7272733449935913, 0.6377397179603577, 0.42026835680007935, 0.48758694529533386, 0.48808419704437256, 0.5031819939613342, 0.471666544675827, 0.46229639649391174, 0.3523857891559601, 0.35654836893081665, 0.27687540650367737, 0.44896504282951355, 0.3032103478908539, 0.5571459531784058, 0.4328218400478363, 0.4317251741886139, 0.3421741724014282, 0.2951964735984802, 0.5445913076400757, 0.6818487644195557, 0.3030567169189453, 0.3629574179649353, 0.46003663539886475, 0.7121241092681885, 0.32113775610923767, 0.32950329780578613, 0.5194971561431885, 0.18403275310993195, 0.6649004220962524, 0.3718559443950653, 0.4745500385761261]",0.4413614273071289,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Babyshambles - Killamangiro.mp3
"[0.13626833260059357, 0.24039095640182495, 0.5163266658782959, 0.7283672094345093, 0.5579831004142761, 0.8389662504196167, 0.23444290459156036, 0.4438512623310089, 0.6420561075210571, 0.6327697038650513, 0.3608647584915161, 0.3178771138191223, 0.48938819766044617, 0.4074386656284332, 0.22250819206237793, 0.5773272514343262, 0.2992216646671295, 0.3936959207057953, 0.5755738615989685, 0.2733892798423767, 0.4738122522830963, 0.3415568470954895, 0.49495047330856323, 0.1363375037908554, 0.33201536536216736, 0.4690685272216797, 0.5086394548416138, 0.5887050032615662, 0.2842237055301666, 0.3312625288963318, 0.7400144934654236, 0.4369232952594757, 0.4079326391220093, 0.5742797255516052, 0.6240473389625549, 0.9667509198188782, 0.9015445709228516, 0.33764952421188354, 0.3820256292819977, 0.5745410919189453, 0.5475859045982361, 0.5401696562767029, 0.32422950863838196, 0.4788135290145874, 0.9443720579147339, 0.24864479899406433, 0.5978872776031494, 0.06008617579936981, 0.512289822101593, 0.6947882771492004, 0.6104781627655029, 0.3124889135360718, 0.9685933589935303, 0.26388564705848694, 0.6854261159896851, 0.42961832880973816, 0.4018217623233795, 0.11923999339342117, 0.47311776876449585, 0.4180029332637787, 0.2843782305717468, 0.5138287544250488, 0.29880836606025696, 0.10467171669006348, 0.43459808826446533, 0.7604807019233704, 0.26183539628982544, 0.6651301383972168, 0.6101926565170288, 0.12112543731927872, 0.9197067618370056, 0.6531998515129089, 0.9231400489807129, 0.7005269527435303, 0.09969757497310638, 0.5583799481391907, 0.4067234992980957, 0.7004495859146118, 0.18335816264152527, 0.32030409574508667, 0.5804125666618347, 0.982530415058136, 0.2768980860710144, 0.42926546931266785, 0.4856235980987549, 0.5180541276931763, 0.937238872051239, 0.9725939631462097, 0.6437294483184814, 0.8970746994018555, 0.3014008104801178, 0.3085149824619293, 0.14798712730407715, 0.49974343180656433, 0.36671480536460876, 0.32910698652267456, 0.19342263042926788, 0.6267828345298767, 0.48330846428871155, 0.30792102217674255, 0.5721881985664368, 0.3811013400554657, 0.4963236451148987, 0.4009648859500885, 0.2675130367279053, 0.5712180733680725, 0.35186532139778137, 0.4752276539802551, 0.7143078446388245, 0.5018007159233093, 0.28134632110595703, 0.18601369857788086, 0.5113540291786194, 0.2882941663265228, 0.47479167580604553, 0.570425808429718, 0.20539163053035736, 0.8182079195976257, 0.3830205798149109, 0.5442011952400208, 0.27317899465560913, 0.3111514449119568, 0.18049465119838715, 0.22140547633171082, 0.3474792540073395, 0.6996017098426819, 0.5524829030036926, 0.6124478578567505]",0.4489666223526001,"/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Baccara - Yes Sir, I Can Boogie.mp3"
"[0.7423751950263977, 0.3940599858760834, 0.5555629134178162, 0.4492904543876648, 0.3638281524181366, 0.21523337066173553, 0.393622487783432, 0.36731886863708496, 0.47967687249183655, 0.3756161630153656, 0.2593085467815399, 0.40001964569091797, 0.34046727418899536, 0.6562329530715942, 0.6121315956115723, 0.19909608364105225, 0.29723647236824036, 0.4451594352722168, 0.4422098994255066, 0.31942421197891235, 0.49729835987091064, 0.38009753823280334, 0.3447064459323883, 0.6919605135917664, 0.8231072425842285, 0.2820678651332855, 0.564618706703186, 0.2502295672893524, 0.24584998190402985, 0.48133566975593567, 0.3285059332847595, 0.7373822331428528, 0.9633784294128418, 0.29273003339767456, 0.457011878490448, 0.26060429215431213, 0.37457388639450073, 0.253024160861969, 0.39486458897590637, 0.24786590039730072, 0.6022711396217346, 0.5448439717292786, 0.18244491517543793, 0.4019065201282501, 0.271876722574234, 0.39262816309928894, 0.9628835916519165, 0.7110001444816589, 0.2863258421421051, 0.6116329431533813, 0.740383505821228, 0.39395254850387573, 0.2371741533279419, 0.5065818428993225, 0.28283044695854187, 0.5567424297332764, 0.29899194836616516, 0.11886321753263474, 0.3479045033454895, 0.38732779026031494, 0.5827541947364807, 0.5318073630332947, 0.36359909176826477, 0.33966875076293945, 0.4999654293060303, 0.7752139568328857, 0.44448038935661316, 0.5322377681732178, 0.6554697155952454, 0.1554906666278839, 0.8052800297737122, 0.5641842484474182, 0.28868359327316284, 0.3675541877746582, 0.6014865636825562, 0.54737788438797, 0.8972713947296143, 0.15233063697814941, 0.24657942354679108, 0.8228024244308472, 0.38176974654197693, 0.3110225200653076, 0.320532888174057, 0.7214210033416748, 0.15681539475917816, 0.331824392080307, 0.6334736347198486, 0.34987160563468933, 0.15480899810791016, 0.7872095704078674, 0.8483472466468811, 0.4456946849822998, 0.6008628010749817, 0.304808109998703, 0.7243615388870239, 0.82305508852005, 0.38462117314338684, 0.43138936161994934, 0.8613412380218506, 0.3194306194782257, 0.29522886872291565, 0.3867091238498688, 0.39285147190093994, 0.3571588695049286, 0.4842783510684967, 0.48742052912712097, 0.5447339415550232, 0.24906226992607117, 0.34743067622184753, 0.5178902745246887, 0.7871027588844299, 0.5865187644958496, 0.6308379769325256, 0.6038630604743958, 0.5208685398101807, 0.4109497666358948, 0.5940966606140137, 0.34698647260665894, 0.4166034162044525, 0.58464115858078, 0.8124088644981384, 0.177852600812912, 0.5807634592056274, 0.24956676363945007, 0.2628927230834961, 0.4005547761917114, 0.3335031569004059, 0.42177876830101013]",0.4391133189201355,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Bachman-Turner Overdrive - Takin' Care Of Business.mp3
"[0.6840242147445679, 1.0, 0.37846553325653076, 0.15202148258686066, 0.4911452829837799, 0.32681170105934143, 0.4343658983707428, 0.3916628956794739, 0.2346537560224533, 0.743822455406189, 0.24475927650928497, 0.6587355136871338, 0.49348217248916626, 0.5581011176109314, 0.5613447427749634, 0.6905209422111511, 0.9895438551902771, 0.3172070384025574, 0.9715653657913208, 0.347751259803772, 0.5310090780258179, 0.8361948728561401, 0.22306470572948456, 0.25816383957862854, 0.3133006691932678, 0.42812713980674744, 0.6094991564750671, 0.5636558532714844, 0.4699094295501709, 0.38038089871406555, 0.9447424411773682, 0.29430997371673584, 0.78193199634552, 0.8079417943954468, 0.5690104961395264, 0.741463303565979, 0.46624892950057983, 0.5912107825279236, 0.365981787443161, 0.20833557844161987, 0.7958903908729553, 0.8410001397132874, 0.45793989300727844, 0.4088648855686188, 0.9862116575241089, 0.5075298547744751, 0.22059829533100128, 0.21611596643924713, 0.5010735392570496, 0.43968871235847473, 0.6279020309448242, 0.1467055380344391, 0.3290042579174042, 0.6145742535591125, 0.6411335468292236, 0.3052133321762085, 0.8441981077194214, 0.2742076516151428, 0.22882066667079926, 0.3759618103504181, 0.6265456676483154, 0.5536414980888367, 0.3604295551776886, 0.8964608311653137, 0.2747045159339905, 0.2323167622089386, 0.1937534511089325, 0.07933089882135391, 0.4078049063682556, 0.24436742067337036, 0.5483655333518982, 0.32137149572372437, 0.3165719509124756, 0.252494752407074, 0.2970980107784271, 0.35509368777275085, 0.33406177163124084, 0.7546346783638, 0.4817827343940735, 0.9132257103919983, 0.2675453722476959, 0.5876301527023315, 0.37669482827186584, 0.6293033361434937, 0.4367748498916626, 0.30475544929504395, 0.9734954833984375, 0.43065086007118225, 0.804046630859375, 0.4313911199569702, 0.43581345677375793, 0.45074859261512756, 0.21359066665172577, 0.6407310366630554, 0.29534605145454407, 0.27054983377456665, 0.5745970606803894, 0.5312449932098389, 0.3509131371974945, 0.4958241879940033, 0.6528017520904541, 0.33115676045417786, 0.46656519174575806, 0.42521676421165466, 0.48687389492988586, 0.3395185172557831, 0.8618541359901428, 0.5259100794792175, 0.40604835748672485, 0.24368056654930115, 0.5363476276397705, 0.3907701373100281, 0.5158324241638184, 0.34269455075263977, 0.4574163854122162, 0.8000672459602356, 0.44706979393959045, 0.39474573731422424, 0.2382219284772873, 0.09035929292440414, 0.411234974861145, 0.3333686292171478, 0.9338255524635315, 0.282736212015152, 0.24281854927539825, 0.9843149781227112, 0.8022972345352173, 0.30239003896713257]",0.4499397575855255,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Bachman-Turner Overdrive - You Ain't Seen Nothing Yet.mp3
"[0.3396570384502411, 0.213619664311409, 0.33693909645080566, 0.39901402592658997, 0.18180309236049652, 0.3745444715023041, 0.3845384418964386, 0.18859976530075073, 0.4929850995540619, 0.27948570251464844, 0.29583069682121277, 0.42645251750946045, 0.4369436204433441, 0.41573163866996765, 0.33311259746551514, 0.1514970064163208, 0.17546948790550232, 0.48266613483428955, 0.31120970845222473, 0.8012105226516724, 0.3271638751029968, 0.4827771484851837, 0.83842533826828, 0.6034819483757019, 0.8583757281303406, 0.3263740539550781, 0.4509430229663849, 0.7019120454788208, 0.7655785083770752, 0.3374919295310974, 0.25330403447151184, 0.33526983857154846, 0.7802562117576599, 0.23180453479290009, 0.6909427046775818, 0.29639437794685364, 0.6886273622512817, 0.40504494309425354, 0.7056947946548462, 0.40483903884887695, 0.5196164846420288, 0.3216100335121155, 0.4744841754436493, 0.20391695201396942, 0.8237389326095581, 0.2535099685192108, 0.44306427240371704, 0.4244261682033539, 0.2024645209312439, 0.5336037278175354, 0.5315836071968079, 0.6046907305717468, 0.10613682121038437, 0.2832179665565491, 0.8714869618415833, 0.32328781485557556, 0.21277132630348206, 0.7060555815696716, 0.33722248673439026, 0.5489532947540283, 0.7978514432907104, 0.6762405633926392, 0.2130480259656906, 0.6277923583984375, 0.40696224570274353, 0.7299370169639587, 0.7540798783302307, 0.42210349440574646, 0.2599470615386963, 0.46739688515663147, 0.5921655297279358, 0.6986187696456909, 0.24837176501750946, 0.4736451506614685, 0.5697973966598511, 0.38575515151023865, 0.3524777591228485, 0.40287643671035767, 0.22363145649433136, 0.42698779702186584, 0.34096118807792664, 0.31327947974205017, 0.383413165807724, 0.16303123533725739, 0.5831681489944458, 0.6230895519256592, 0.6437190175056458, 0.2695230543613434, 0.535309910774231, 0.7523767352104187, 0.2203119397163391, 0.3944084346294403, 0.43230125308036804, 0.383959025144577, 0.6467139720916748, 0.2706608474254608, 0.46724405884742737, 0.1563016176223755, 0.2668111324310303, 0.2873487174510956, 0.3849000036716461, 0.2274324744939804, 0.15889137983322144, 0.3476133644580841, 0.4018438160419464, 0.5839420557022095, 0.23318541049957275, 0.4307945966720581, 0.45008450746536255, 0.33622804284095764, 0.20513375103473663, 0.5494473576545715, 0.38815852999687195, 0.6808940172195435, 0.2625918686389923, 0.35036522150039673, 0.31965017318725586, 0.36261817812919617, 0.6125235557556152, 0.3275149464607239, 0.28631097078323364, 0.5346564054489136, 0.9100973606109619, 0.24837353825569153, 0.7524116635322571, 0.29805365204811096, 0.6417042016983032, 0.786413311958313]",0.5000474452972412,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Backstreet Boys - Everybody (Backstreet's Back) - Radio Edit.mp3
