centroid_positions,cluster_mass,centroid_filepath
"[0.4129137694835663, 0.9988609552383423, 0.3352304995059967, 0.13285814225673676, 0.47989121079444885, 0.2221747785806656, 0.44970759749412537, 0.37823182344436646, 0.7701556086540222, 0.3436961770057678, 0.36784395575523376, 0.7175316214561462, 0.5949355959892273, 0.45701566338539124, 0.2980426251888275, 0.2529490292072296, 0.3577136695384979, 0.6521422863006592, 0.9000164866447449, 0.21326762437820435, 0.4749699831008911, 0.37356141209602356, 0.6971674561500549, 0.540044903755188, 0.2967531085014343, 0.37093332409858704, 0.30230554938316345, 0.13696308434009552, 0.2974300682544708, 0.3764704167842865, 0.6918138265609741, 0.37725090980529785, 0.4397668242454529, 0.5980265736579895, 0.2860546112060547, 0.9576964974403381, 0.3403891623020172, 0.5815966129302979, 0.21163445711135864, 0.32946720719337463, 0.37310585379600525, 0.36169564723968506, 0.598543107509613, 0.353642076253891, 0.6276645064353943, 0.4807421565055847, 0.4052298367023468, 0.2809050977230072, 0.3990152180194855, 0.5342326760292053, 0.902975857257843, 0.26746460795402527, 0.23647044599056244, 0.3981814980506897, 0.5187684893608093, 0.41360387206077576, 0.19430817663669586, 0.3175801932811737, 0.4279676079750061, 0.29309117794036865, 0.5509145259857178, 0.44607576727867126, 0.617920458316803, 0.29573312401771545, 0.5634946823120117, 0.3018949031829834, 0.13594220578670502, 0.37317195534706116, 0.6568875908851624, 0.19622662663459778, 0.24133428931236267, 0.6892723441123962, 0.5261740684509277, 0.2803839147090912, 0.42333120107650757, 0.5009791851043701, 0.3779928684234619, 0.49405816197395325, 0.7088062763214111, 0.3378441333770752, 0.1734611839056015, 0.6574751734733582, 0.4771256744861603, 0.9985122084617615, 0.4151502549648285, 0.44948527216911316, 0.6462647914886475, 0.661298930644989, 0.8928171396255493, 0.478303462266922, 0.4052215814590454, 0.7881683111190796, 0.5456333160400391, 0.49297890067100525, 0.127050518989563, 0.39548513293266296, 0.29147881269454956, 0.9467347860336304, 0.8777157664299011, 0.723419725894928, 0.3285071551799774, 0.3483709990978241, 0.3091704249382019, 0.210327610373497, 0.24256135523319244, 0.4213142991065979, 0.9479238986968994, 0.46197107434272766, 0.6651675701141357, 0.4358261227607727, 0.3166760504245758, 0.659775972366333, 0.3455781936645508, 0.6885569095611572, 0.6370261907577515, 0.7101446986198425, 0.6863080859184265, 0.6777685284614563, 0.23110732436180115, 0.24586893618106842, 0.5600787997245789, 0.42909565567970276, 0.17606502771377563, 0.3068375587463379, 0.5141631364822388, 0.17686638236045837, 0.4749510884284973, 0.5139352679252625]",0.4696864187717438,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Allman Brothers Band - Statesboro Blues - Live At The Fillmore East1971.mp3
"[0.4034028947353363, 0.31840622425079346, 0.39345985651016235, 0.509242057800293, 0.5383895039558411, 0.743772566318512, 0.2934599220752716, 0.8008118271827698, 0.7707188129425049, 0.2889317274093628, 0.2901690602302551, 0.5470282435417175, 0.3854542672634125, 0.28169772028923035, 0.450350821018219, 0.6505128741264343, 0.6334660649299622, 0.34297052025794983, 0.3515259027481079, 0.25121548771858215, 0.4458957314491272, 0.3409263789653778, 0.32448092103004456, 0.81638503074646, 0.378623366355896, 0.42263293266296387, 0.7195960283279419, 0.276286780834198, 0.4428909122943878, 0.5492947697639465, 0.5191139578819275, 0.4005082845687866, 0.48051926493644714, 0.23618637025356293, 0.791519284248352, 0.34775689244270325, 0.40406838059425354, 0.44967734813690186, 0.7419993281364441, 0.6949604153633118, 0.22652360796928406, 0.3126464784145355, 0.23919777572155, 0.32868844270706177, 0.40441787242889404, 0.49066078662872314, 0.9957020282745361, 0.3027656674385071, 0.8340505361557007, 0.49758538603782654, 0.1369524747133255, 0.32549864053726196, 0.3726987838745117, 0.46923577785491943, 0.48140355944633484, 0.32553115487098694, 0.3665509819984436, 0.28808921575546265, 0.29460906982421875, 0.23084376752376556, 0.46572861075401306, 0.23750056326389313, 0.2977730929851532, 0.2343624234199524, 0.33582639694213867, 0.1730259507894516, 0.40239253640174866, 0.3859716057777405, 0.42992162704467773, 0.11535413563251495, 0.3983966112136841, 0.7109987139701843, 0.5282841324806213, 0.2409304976463318, 0.29389116168022156, 0.4315658509731293, 0.48865780234336853, 0.6743413805961609, 0.5365532040596008, 0.42916208505630493, 0.6820593476295471, 0.4411909282207489, 0.3725549578666687, 0.6448091268539429, 0.42649954557418823, 0.5546850562095642, 0.4047046899795532, 0.6410282254219055, 0.516362726688385, 0.5148096084594727, 0.5170048475265503, 0.6040012240409851, 0.6591100096702576, 0.957095205783844, 0.3729727864265442, 0.6906696557998657, 0.6580538153648376, 0.2305435836315155, 0.6596798300743103, 0.6096063852310181, 0.8695587515830994, 0.6043319702148438, 0.18310439586639404, 0.477692574262619, 0.36487069725990295, 0.3080604076385498, 0.3911714255809784, 0.369610995054245, 0.5341752767562866, 0.25174733996391296, 0.2083328515291214, 0.3331717848777771, 0.4289676249027252, 0.4032197892665863, 0.34429556131362915, 0.4206339716911316, 0.3565721809864044, 0.6901364326477051, 0.31965768337249756, 0.20886731147766113, 0.7451852560043335, 0.2882364094257355, 0.3717333972454071, 0.3993094563484192, 0.1906471699476242, 0.5948572158813477, 0.3445335328578949, 0.6739941239356995]",0.4456474184989929,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Allman Brothers Band - Whipping Post.mp3
"[0.25205597281455994, 0.7547570466995239, 0.6706210970878601, 0.48979026079177856, 0.7777174711227417, 0.5959978699684143, 0.7174914479255676, 0.3864518702030182, 0.967247724533081, 0.15838336944580078, 0.9776139259338379, 0.5154674053192139, 0.47232577204704285, 0.6604849696159363, 0.4021592140197754, 0.5638015270233154, 0.28838303685188293, 0.41337156295776367, 0.54238361120224, 0.4978071451187134, 0.9567785263061523, 0.9223118424415588, 0.7476524710655212, 0.4659501612186432, 0.15716370940208435, 0.3938523828983307, 0.5034863352775574, 0.37858715653419495, 0.39849022030830383, 0.3271893858909607, 0.37635570764541626, 0.9913998246192932, 0.5602895617485046, 0.31294146180152893, 0.10284429043531418, 0.16921466588974, 0.47059911489486694, 0.7396383285522461, 0.4278688430786133, 0.33505457639694214, 0.22320958971977234, 0.6170974373817444, 0.37705132365226746, 0.5732583403587341, 0.6980571150779724, 0.4639297425746918, 0.20236657559871674, 0.08296829462051392, 0.6276150345802307, 0.45715439319610596, 0.3461892604827881, 0.4368201494216919, 0.6239639520645142, 0.43904536962509155, 0.2700461745262146, 0.8833996653556824, 0.3987114131450653, 0.2948746085166931, 0.6273840665817261, 0.257680207490921, 0.1552668660879135, 0.09895304590463638, 0.18415164947509766, 0.42361098527908325, 0.2708742320537567, 0.15221109986305237, 0.6167842149734497, 0.2968795895576477, 0.22756099700927734, 0.42143481969833374, 0.9798274040222168, 0.3520655930042267, 0.17519819736480713, 0.2389003485441208, 0.37616610527038574, 0.29145610332489014, 0.32962408661842346, 0.32087039947509766, 0.6444212198257446, 0.3045227527618408, 0.2304030805826187, 0.26831281185150146, 0.4903382658958435, 0.1743515133857727, 0.2021627575159073, 0.35837605595588684, 0.43928229808807373, 0.5281811356544495, 0.19811946153640747, 0.4202941060066223, 0.21312075853347778, 0.9348666667938232, 0.7843815684318542, 0.1870081126689911, 0.5069463849067688, 0.5308563709259033, 0.4186386466026306, 0.36289307475090027, 0.9800127148628235, 0.4861997961997986, 0.41864871978759766, 0.512235701084137, 0.4551248550415039, 0.45835208892822266, 0.5876808166503906, 0.9844071269035339, 0.29473742842674255, 0.9595270752906799, 0.39905092120170593, 0.3350297212600708, 0.48156529664993286, 0.47552061080932617, 0.4379977583885193, 0.5497233867645264, 0.3745580315589905, 0.9814432859420776, 0.31054219603538513, 0.4318646490573883, 0.9570325016975403, 0.9817370176315308, 0.37750595808029175, 0.8203504085540771, 0.08599719405174255, 0.7370902299880981, 0.35612061619758606, 0.4905567765235901, 0.9943285584449768, 0.48511064052581787]",0.49857237935066223,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Almendra - Muchacha ojos de papel.mp3
"[0.3752983510494232, 0.33210840821266174, 0.2787681221961975, 0.35774922370910645, 0.46890658140182495, 0.2506338953971863, 0.313017338514328, 0.4406448006629944, 0.4225962162017822, 0.47998738288879395, 0.3129667043685913, 0.587226390838623, 0.6238207817077637, 0.4383878707885742, 0.40254512429237366, 0.6696303486824036, 0.6259351372718811, 0.5415844321250916, 0.41408979892730713, 0.639365017414093, 0.4847576916217804, 0.4492698013782501, 0.35161447525024414, 0.3705497682094574, 0.4186727702617645, 0.6004996299743652, 0.28175729513168335, 0.6417461037635803, 0.7426405549049377, 0.24290795624256134, 0.4233744442462921, 0.2750770151615143, 0.6108394861221313, 0.2942577004432678, 0.8073810935020447, 0.48003265261650085, 0.5916720032691956, 0.19768375158309937, 0.5106182098388672, 0.4464965760707855, 0.27368199825286865, 0.5312750935554504, 0.3554133176803589, 0.2646356523036957, 0.313264399766922, 0.7974311709403992, 0.3596704304218292, 0.8804951310157776, 0.549334704875946, 0.3194613754749298, 0.2173687368631363, 0.3614414930343628, 0.604340136051178, 0.8880041837692261, 0.4192231595516205, 0.3553573191165924, 0.7639238238334656, 0.42304858565330505, 0.28221338987350464, 0.7438626289367676, 0.09209143370389938, 0.5729263424873352, 0.3480266332626343, 0.4700791537761688, 0.34714475274086, 0.3918399512767792, 0.3656071126461029, 0.6339724659919739, 0.29546085000038147, 0.3567671775817871, 0.0647096186876297, 0.2881603240966797, 0.31755098700523376, 0.36583593487739563, 0.6674738526344299, 0.18688447773456573, 0.6229817271232605, 0.10938006639480591, 0.35235971212387085, 0.7044534087181091, 0.9999405145645142, 0.3267354667186737, 0.3820692300796509, 0.17029136419296265, 0.95064777135849, 0.43498945236206055, 0.5259116291999817, 0.5012466311454773, 0.7048964500427246, 0.6154999136924744, 0.3891347646713257, 0.3252885937690735, 0.2639223337173462, 0.549634575843811, 0.3446369469165802, 0.3708222508430481, 0.2750037610530853, 0.29865944385528564, 0.4315480887889862, 0.48219501972198486, 0.6298050284385681, 0.33724430203437805, 0.30834606289863586, 0.37266039848327637, 0.368620902299881, 0.5160734057426453, 0.3284469544887543, 0.34559181332588196, 0.36970770359039307, 0.39231953024864197, 0.45117709040641785, 0.3762098550796509, 0.3552230894565582, 0.38213014602661133, 0.44603294134140015, 0.6723268032073975, 0.33602339029312134, 0.7967100739479065, 0.37437254190444946, 0.5362566709518433, 0.381145179271698, 0.5438380241394043, 0.9903441667556763, 0.392856240272522, 0.37764713168144226, 0.6160690188407898, 0.42749541997909546, 0.8242484331130981]",0.4458722770214081,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Aloe Blacc - I Need a Dollar.mp3
"[0.6851509809494019, 0.6415001153945923, 0.22935180366039276, 0.2661149799823761, 0.21239310503005981, 0.20114897191524506, 0.3995186388492584, 0.8118042349815369, 0.3718004822731018, 0.49059322476387024, 0.28587085008621216, 0.8993985056877136, 0.4684515595436096, 0.4012802541255951, 0.3964596390724182, 0.9095472693443298, 0.475737065076828, 0.7240633964538574, 0.7772263884544373, 0.515696108341217, 0.42606183886528015, 0.3856917917728424, 0.39966559410095215, 0.6420609354972839, 0.22825296223163605, 0.5546026229858398, 0.33735817670822144, 0.31525078415870667, 0.35192933678627014, 0.3853759467601776, 0.7465044260025024, 0.4454054832458496, 0.38372060656547546, 0.5206678509712219, 0.390414834022522, 0.5544955134391785, 0.6954196691513062, 0.28454160690307617, 0.9192623496055603, 0.2657064199447632, 0.5751516819000244, 0.4252253770828247, 0.5891370177268982, 0.2580704092979431, 0.277252197265625, 0.3258627951145172, 0.6211243271827698, 0.448872447013855, 0.4142798185348511, 0.7847138047218323, 0.12728360295295715, 0.36864173412323, 0.2763702869415283, 0.4184117019176483, 0.35542288422584534, 0.44918063282966614, 0.7269757986068726, 0.47017428278923035, 0.2545987665653229, 0.3242427706718445, 0.633029043674469, 0.38024479150772095, 0.2216407209634781, 0.1620449274778366, 0.5101348757743835, 0.3087790012359619, 0.11846432834863663, 0.3058566749095917, 0.4181104004383087, 0.5894411206245422, 0.21098992228507996, 0.45584607124328613, 0.34987542033195496, 0.7661011219024658, 0.20004746317863464, 0.8902162313461304, 0.3833082616329193, 0.6627475023269653, 0.7262189984321594, 0.3242415487766266, 0.5039618611335754, 0.3467865288257599, 0.41956770420074463, 0.3085083067417145, 0.8584802150726318, 0.08035507053136826, 0.8173483610153198, 0.5469774007797241, 0.4700874984264374, 0.402980238199234, 0.46049296855926514, 0.8278525471687317, 0.18499056994915009, 0.707541286945343, 0.3866893947124481, 0.28020742535591125, 0.6418340802192688, 0.3811768889427185, 0.3258762061595917, 0.5033736228942871, 0.265818327665329, 0.41505298018455505, 0.6805233359336853, 0.7673242092132568, 0.5928891897201538, 0.34046196937561035, 0.5543702244758606, 0.47626981139183044, 0.27067866921424866, 0.39665693044662476, 0.5731863379478455, 0.47395163774490356, 0.5338324904441833, 0.27247846126556396, 0.194784477353096, 0.2688503861427307, 0.5229290127754211, 0.3155058026313782, 0.3727302551269531, 0.31482812762260437, 0.45671749114990234, 0.5148858428001404, 0.2587970495223999, 0.37026268243789673, 0.269575834274292, 0.44977089762687683, 0.4994580149650574, 0.25687938928604126]",0.46891239285469055,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Alphabeat - Fascination.mp3
"[0.42742663621902466, 0.46851474046707153, 0.6136671900749207, 0.7108821868896484, 0.7848552465438843, 0.9746641516685486, 0.22634060680866241, 0.27780333161354065, 0.719261884689331, 0.7849987745285034, 0.4200674295425415, 0.8181504011154175, 0.14145256578922272, 0.596338152885437, 0.7716899514198303, 0.654844343662262, 0.5597706437110901, 0.3444838225841522, 0.34911927580833435, 0.7892886400222778, 0.2911130487918854, 0.9706225395202637, 0.26384514570236206, 0.3024197816848755, 0.9683429598808289, 0.6666174530982971, 0.37397339940071106, 0.9740036725997925, 0.7726847529411316, 0.5476148128509521, 0.34655117988586426, 0.46610361337661743, 0.5154910683631897, 0.4976005554199219, 0.13223496079444885, 0.422387033700943, 0.19734816253185272, 0.49646496772766113, 0.6149135231971741, 0.629625678062439, 0.2096860706806183, 0.42540454864501953, 0.3623029589653015, 0.580394983291626, 0.37090831995010376, 0.4385267496109009, 0.38452276587486267, 0.987542986869812, 0.4152344763278961, 0.411806583404541, 0.7386987805366516, 0.3569504916667938, 0.9445156455039978, 0.6226522922515869, 0.29863473773002625, 0.24735775589942932, 0.22377631068229675, 0.33350837230682373, 0.419437050819397, 0.8517618179321289, 0.05930480360984802, 0.20209544897079468, 0.30686667561531067, 0.5718918442726135, 0.2940937876701355, 0.2824106514453888, 0.34418347477912903, 0.4296448528766632, 0.39961445331573486, 0.450488805770874, 0.43433529138565063, 0.24657204747200012, 0.15497183799743652, 0.14578720927238464, 0.6980994939804077, 0.8340829014778137, 0.8523396253585815, 0.49282965064048767, 0.1985049843788147, 0.0490642786026001, 0.2690447270870209, 0.6374742388725281, 0.8785088062286377, 0.5034059286117554, 0.2124532163143158, 0.8872557282447815, 0.5313490629196167, 0.36145925521850586, 0.2487579733133316, 0.3708582818508148, 0.3657562732696533, 0.48595094680786133, 1.0, 0.35254472494125366, 0.3583713173866272, 0.6506412029266357, 0.2642098069190979, 0.33182284235954285, 0.6092819571495056, 0.3036922216415405, 0.6547555923461914, 0.8139192461967468, 0.2293550670146942, 0.39340317249298096, 0.32677504420280457, 0.5487162470817566, 0.32498306035995483, 0.5878576636314392, 0.3410731256008148, 0.10559286177158356, 0.23804418742656708, 0.15956099331378937, 0.6992690563201904, 0.2667063772678375, 0.282222718000412, 0.6452457308769226, 0.16364161670207977, 0.43367016315460205, 0.588816225528717, 0.31703150272369385, 0.36102521419525146, 0.3610793650150299, 0.4887947142124176, 0.9773229360580444, 0.29618945717811584, 0.5754327774047852, 0.5392536520957947, 0.21027743816375732]",0.49962466955184937,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Alphaville - Forever Young.mp3
"[0.3924625813961029, 0.3507153391838074, 0.30177247524261475, 0.3761824667453766, 0.4667796492576599, 0.3882274329662323, 0.4067724645137787, 0.562716007232666, 0.35367727279663086, 0.5152328014373779, 0.30178141593933105, 0.4271419942378998, 0.41850587725639343, 0.575116753578186, 0.42893683910369873, 0.7080217599868774, 0.42715758085250854, 0.4919027090072632, 0.3472578525543213, 0.4324566423892975, 0.6761986613273621, 0.4681226909160614, 0.815519392490387, 0.8621178865432739, 0.9521578550338745, 0.7308913469314575, 0.39027389883995056, 0.4060596823692322, 0.9304782748222351, 0.3878910541534424, 0.6533244848251343, 0.4430379867553711, 0.2879737615585327, 0.6550210118293762, 0.17036615312099457, 0.3094726800918579, 0.22596651315689087, 0.36955970525741577, 0.26313313841819763, 0.40584835410118103, 0.2481926828622818, 0.27227914333343506, 0.43981674313545227, 0.6657869815826416, 0.40872275829315186, 0.440784215927124, 0.556567370891571, 0.5144535899162292, 0.5127301216125488, 0.3525576889514923, 0.29541411995887756, 0.28411659598350525, 0.45618608593940735, 0.32198935747146606, 0.37745052576065063, 0.41440531611442566, 0.34721338748931885, 0.8405570983886719, 0.32015955448150635, 0.44053781032562256, 0.3946923315525055, 0.4374537765979767, 0.4060979187488556, 0.3457723557949066, 0.911250650882721, 0.49498263001441956, 0.45338618755340576, 0.9675042629241943, 0.8058944940567017, 0.5476922988891602, 0.29057806730270386, 0.45485368371009827, 0.4150029718875885, 0.5254356861114502, 0.4644322097301483, 0.20982226729393005, 0.208099365234375, 0.6901742815971375, 0.3369055688381195, 1.0, 0.2530899941921234, 0.8989466428756714, 0.5022580623626709, 1.0, 0.4259115755558014, 0.29970672726631165, 0.5569782853126526, 0.27195605635643005, 0.2801021635532379, 0.37529218196868896, 0.6341736912727356, 0.5548962950706482, 0.7470511794090271, 0.20482823252677917, 0.4745846092700958, 0.41429850459098816, 0.4055820107460022, 0.45539021492004395, 0.5304009914398193, 0.4001183807849884, 0.38262030482292175, 0.5942067503929138, 0.3577777147293091, 0.786566972732544, 0.33532267808914185, 0.6637890934944153, 0.42786768078804016, 0.5995586514472961, 0.45006653666496277, 0.5970700979232788, 0.7800875306129456, 0.4634789824485779, 0.4211677014827728, 0.4174214005470276, 0.43516871333122253, 0.39475613832473755, 0.5338823795318604, 0.2902550995349884, 0.384287565946579, 0.2972845733165741, 0.43164464831352234, 0.25391215085983276, 0.28929147124290466, 0.5380796194076538, 0.40390506386756897, 0.400377482175827, 0.48612385988235474, 0.3245251178741455]",0.39643150568008423,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Alter Ego - Rocker.mp3
"[0.30975452065467834, 0.41064751148223877, 0.40148332715034485, 0.6636692881584167, 0.4151906967163086, 0.657596230506897, 0.29876965284347534, 0.5022199749946594, 0.43849489092826843, 0.3144173324108124, 0.5547800660133362, 0.8792920708656311, 0.34449517726898193, 0.4570935368537903, 0.3316572904586792, 0.7126175761222839, 0.8141430020332336, 0.6917440891265869, 0.39301133155822754, 0.44171419739723206, 0.4474591612815857, 0.6988194584846497, 0.5863953232765198, 0.2869850695133209, 0.2851991653442383, 0.5495308041572571, 0.46585366129875183, 0.5372756123542786, 0.6414824724197388, 0.266752153635025, 0.3648456335067749, 0.35522815585136414, 0.5610300302505493, 0.5559061765670776, 0.9812684655189514, 0.5029796957969666, 0.6600282788276672, 0.49232539534568787, 0.21045979857444763, 0.3832637369632721, 0.22210144996643066, 0.45197999477386475, 0.21359214186668396, 0.29571637511253357, 0.3939930498600006, 0.4789693057537079, 0.5972908735275269, 0.28365424275398254, 0.6854686737060547, 0.19670146703720093, 0.220395028591156, 0.667415976524353, 0.2475900501012802, 0.5995102524757385, 0.452318012714386, 0.3710133731365204, 0.2808273434638977, 0.471345990896225, 0.3339196443557739, 0.20104622840881348, 0.1669297069311142, 0.44872477650642395, 0.42695873975753784, 0.24397003650665283, 0.3265641927719116, 0.2836640179157257, 0.2081105262041092, 0.28572747111320496, 0.6534366607666016, 0.2702932357788086, 0.747725784778595, 0.7147803902626038, 0.23684774339199066, 0.36653077602386475, 0.31114670634269714, 0.2683302164077759, 0.3226904571056366, 0.980294942855835, 0.5273826718330383, 0.560369610786438, 0.33385202288627625, 0.4281553626060486, 0.5724816918373108, 0.19317235052585602, 0.7690218687057495, 0.3817613422870636, 0.4324033856391907, 0.36280062794685364, 0.47222426533699036, 0.1923253834247589, 0.34011581540107727, 0.42558470368385315, 0.12432752549648285, 0.5044034123420715, 0.6725990772247314, 0.19916129112243652, 0.3795296549797058, 0.7632609605789185, 0.3446737229824066, 0.40775012969970703, 0.776022732257843, 0.42997685074806213, 0.8797053694725037, 0.6436285972595215, 0.891057550907135, 0.2838377356529236, 0.5679450631141663, 0.547542929649353, 0.8289699554443359, 0.4849020540714264, 0.3099963665008545, 0.27065515518188477, 0.38825130462646484, 0.3639608323574066, 0.3410613238811493, 0.6118467450141907, 0.25453469157218933, 0.3494260609149933, 0.37890365719795227, 0.2988198399543762, 0.410663902759552, 0.32358819246292114, 0.326331228017807, 0.8468775153160095, 0.29305917024612427, 0.7745251059532166, 0.46389418840408325, 0.5729897022247314]",0.44957873225212097,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Altered Images - Happy Birthday.mp3
"[0.39254191517829895, 0.16987182199954987, 0.4155827760696411, 0.41534140706062317, 0.26238444447517395, 0.7327592968940735, 0.26851311326026917, 0.7644198536872864, 0.3498607873916626, 0.6443160176277161, 0.3380872905254364, 0.43158969283103943, 0.48305824398994446, 0.36139199137687683, 0.6263062953948975, 0.8647741675376892, 0.3113386332988739, 0.206055149435997, 0.2060903161764145, 0.3959932327270508, 0.3279869556427002, 0.24559222161769867, 0.3370693624019623, 0.21245987713336945, 0.25788599252700806, 0.4845223128795624, 0.376504510641098, 0.4366888701915741, 0.7061446309089661, 0.42546147108078003, 0.6226114630699158, 0.32377535104751587, 0.8933932781219482, 0.7247734665870667, 0.5208016633987427, 0.4858347773551941, 0.6125863194465637, 0.6934182643890381, 0.2806239724159241, 0.6177548170089722, 0.24087534844875336, 0.4341941475868225, 0.46044570207595825, 0.7156344652175903, 0.45700785517692566, 0.3030666708946228, 1.0, 0.37113380432128906, 0.8275749087333679, 0.3718593418598175, 0.9639998078346252, 0.822778582572937, 0.26750805974006653, 0.20975905656814575, 0.32523733377456665, 0.6085286140441895, 0.4897165596485138, 0.37916603684425354, 0.573489785194397, 0.2108810395002365, 0.357778400182724, 0.5393573641777039, 0.3773004710674286, 0.377962589263916, 0.39102450013160706, 0.46340814232826233, 0.3158140182495117, 0.13294678926467896, 0.3342779874801636, 0.22750037908554077, 0.9833654165267944, 0.9778137803077698, 0.47378045320510864, 0.28850454092025757, 0.36642107367515564, 0.8566113114356995, 0.6710202097892761, 0.2487197071313858, 0.2857998311519623, 0.7103350758552551, 0.1965591460466385, 0.22552278637886047, 0.4875146448612213, 0.6003171801567078, 0.20832191407680511, 0.31761759519577026, 0.8973464965820312, 0.3098156750202179, 0.7710890173912048, 0.9983917474746704, 0.2316032201051712, 0.6971609592437744, 0.7476839423179626, 0.20892320573329926, 0.29654544591903687, 0.3869350552558899, 0.586765706539154, 0.4616607427597046, 0.5885385870933533, 0.37899720668792725, 0.9091726541519165, 0.8132278323173523, 0.3130039572715759, 0.35102683305740356, 0.45042797923088074, 0.4411710798740387, 0.22103571891784668, 0.38539862632751465, 0.48328202962875366, 0.4078613221645355, 0.7596374154090881, 0.36815834045410156, 0.7951061725616455, 0.33228516578674316, 0.2626695930957794, 0.40815186500549316, 0.3411537706851959, 0.5077909827232361, 0.4586254954338074, 0.24590499699115753, 0.4474613666534424, 0.33110320568084717, 0.38074225187301636, 0.3840562105178833, 0.333406537771225, 0.5006336569786072, 0.36921921372413635, 0.3878330886363983]",0.4318683445453644,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Altered Images - I Could Be Happy - 12' Version.mp3
"[0.36934471130371094, 0.6280720829963684, 0.35623031854629517, 0.41760602593421936, 0.566617488861084, 0.3222701847553253, 0.8003328442573547, 0.34988874197006226, 0.4469376504421234, 0.587464451789856, 0.37082821130752563, 0.40818578004837036, 0.29394474625587463, 0.6189389824867249, 0.5064782500267029, 0.35725948214530945, 0.30765825510025024, 0.30173033475875854, 0.5583945512771606, 0.40495777130126953, 0.44365382194519043, 0.4541109800338745, 0.3592533469200134, 0.25003546476364136, 0.49191030859947205, 0.40666821599006653, 0.4719855487346649, 0.1901761144399643, 0.4364630877971649, 0.49848729372024536, 0.4186059832572937, 0.5043602585792542, 0.41204631328582764, 0.5455589890480042, 0.982011079788208, 0.5002601742744446, 0.8006255030632019, 0.26320403814315796, 0.4668971598148346, 0.8770778179168701, 0.2780112326145172, 0.3077908158302307, 0.28876128792762756, 0.40993553400039673, 0.2583891749382019, 0.3404080867767334, 0.6030846834182739, 0.6291781067848206, 0.6975554823875427, 0.8147901296615601, 0.126798614859581, 0.2968856692314148, 0.6969210505485535, 0.18353480100631714, 0.34732550382614136, 0.38264113664627075, 0.11932361125946045, 0.23731729388237, 0.5851045250892639, 0.894295334815979, 0.9231808185577393, 0.33178943395614624, 0.46792206168174744, 0.8821707963943481, 0.39577624201774597, 0.17074750363826752, 0.21307989954948425, 0.14805534482002258, 0.2770474851131439, 0.3873326778411865, 0.7533279061317444, 0.769454300403595, 0.39343297481536865, 0.318172425031662, 0.4949648380279541, 0.9931864738464355, 0.4278281331062317, 0.6726320385932922, 0.3150111436843872, 0.6081713438034058, 0.3347965180873871, 0.5147522687911987, 0.5606133937835693, 0.5740682482719421, 0.6718400120735168, 0.35768991708755493, 0.3451806306838989, 0.3473038375377655, 0.3971136510372162, 0.9169712662696838, 0.831443190574646, 0.5409736037254333, 0.580234944820404, 0.7207448482513428, 0.3658622205257416, 0.2841493785381317, 0.5939891934394836, 0.3529491126537323, 0.41309085488319397, 0.3256445527076721, 0.2802858054637909, 0.4398142695426941, 0.5488525032997131, 0.41574546694755554, 0.3783397674560547, 0.27376240491867065, 0.5455544590950012, 0.432111531496048, 0.4230145514011383, 0.3591288626194, 0.2883327901363373, 0.271902859210968, 0.925941526889801, 0.3375164866447449, 0.4869970381259918, 0.3768606185913086, 0.44369763135910034, 0.6458292603492737, 0.5100913047790527, 0.2886045277118683, 0.46146219968795776, 0.392766535282135, 0.8274304866790771, 0.4905409812927246, 0.3805616796016693, 0.5263405442237854, 0.6426792144775391, 0.3357559144496918]",0.4139968454837799,/media/andrius/FastBoi/bakis_data/top10000_meta_22k/Althea And Donna - Uptown Top Ranking - Remastered.mp3
