,idx,accuracy,accuracy_top5,num_samples,file_name
2134,3567,0.9851851851851852,0.9925925925925926,135,/media/andrius/FastBoi/bakis_data/final22k/train/Jagwar Ma - The Throw.mp3
2135,9281,0.8846153846153846,0.9615384615384616,52,/media/andrius/FastBoi/bakis_data/final22k/train/Willie Nelson - On the Road Again - Live.mp3
2136,2251,0.8701298701298701,0.987012987012987,77,/media/andrius/FastBoi/bakis_data/final22k/train/Dr. Hook - Sylvia's Mother.mp3
2137,6565,0.967391304347826,0.9891304347826086,92,/media/andrius/FastBoi/bakis_data/final22k/train/Rupert Holmes - Escape (The Pina Colada Song).mp3
2138,8079,0.975,0.9875,80,/media/andrius/FastBoi/bakis_data/final22k/train/The Jesus and Mary Chain - April Skies.mp3
2139,8202,0.9666666666666667,0.9666666666666667,60,/media/andrius/FastBoi/bakis_data/final22k/train/The Moldy Peaches - Anyone Else But You.mp3
2140,9059,0.9557522123893806,0.9823008849557522,113,/media/andrius/FastBoi/bakis_data/final22k/train/U2 - Where The Streets Have No Name - Remastered 2007.mp3
2141,9451,0.9387755102040817,0.9795918367346939,49,/media/andrius/FastBoi/bakis_data/final22k/train/blink-182 - What's My Age Again.mp3
2142,6248,0.9493670886075949,0.9620253164556962,79,/media/andrius/FastBoi/bakis_data/final22k/train/Radiohead - Like Spinning Plates.mp3
2143,3602,1.0,1.0,56,/media/andrius/FastBoi/bakis_data/final22k/train/James Brown - Think.mp3
2144,8718,0.9545454545454546,0.9696969696969697,66,/media/andrius/FastBoi/bakis_data/final22k/train/The Waitresses - I Know What Boys Like.mp3
2145,7814,0.9859154929577465,0.9859154929577465,71,/media/andrius/FastBoi/bakis_data/final22k/train/The Cure - Friday I'm In Love.mp3
2146,7254,1.0,1.0,89,/media/andrius/FastBoi/bakis_data/final22k/train/Supergrass - Moving.mp3
2147,8462,0.98046875,0.98828125,256,/media/andrius/FastBoi/bakis_data/final22k/train/The Sabres Of Paradise - Smokebelch II.mp3
2148,558,1.0,1.0,91,/media/andrius/FastBoi/bakis_data/final22k/train/Baxter Dury - Miami.mp3
2149,5404,0.8461538461538461,0.9519230769230769,104,/media/andrius/FastBoi/bakis_data/final22k/train/Natalie Prass - My Baby Don't Understand Me.mp3
2150,8366,0.9230769230769231,1.0,65,/media/andrius/FastBoi/bakis_data/final22k/train/The Righteous Brothers - (You're My) Soul And Inspiration.mp3
2151,8577,0.9195402298850575,0.9655172413793104,87,/media/andrius/FastBoi/bakis_data/final22k/train/The Stone Roses - Ten Storey Love Song.mp3
2152,5523,1.0,1.0,69,/media/andrius/FastBoi/bakis_data/final22k/train/Nick Drake - Black Eyed Dog.mp3
2153,5056,0.9826086956521739,0.991304347826087,115,/media/andrius/FastBoi/bakis_data/final22k/train/Maxwell - Ascension (Don't Ever Wonder) - Remastered 2021.mp3
2154,3907,1.0,1.0,88,"/media/andrius/FastBoi/bakis_data/final22k/train/John Mayer - Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007.mp3"
2155,3214,1.0,1.0,108,/media/andrius/FastBoi/bakis_data/final22k/train/Grimes - Vanessa.mp3
2156,7042,0.9807692307692307,1.0,52,/media/andrius/FastBoi/bakis_data/final22k/train/Spirit - I Got A Line On You.mp3
2157,6525,0.9166666666666666,0.9285714285714286,84,/media/andrius/FastBoi/bakis_data/final22k/train/Roxy Music - Love Is The Drug.mp3
